"","entry_name","doi","compilation_doi","curator_name","curator_organization","curator_email","modification_date_y","modification_date_m","modification_date_d","contact_name","contact_email","contact_orcid_id","bibliographical_reference","metadata_note","associated_datasets","template_version","site_name","site_lat","site_long","site_datum","site_elevation","site_note","plot_name.x","pro_name","pro_note","pro_lat","pro_long","pro_elevation","pro_treatment","pro_treatment_note","pro_comp","pro_reps","pro_MAT","pro_MAP","pro_peatland","pro_usda_soil_order","pro_soil_series","pro_soil_taxon","pro_soil_taxon_sys","pro_chrono_name","pro_soil_age","pro_soil_age_note","pro_MAST","pro_MASWC","pro_land_cover","pro_lc_phenology","pro_lc_leaf_type","pro_lc_photosyn_path","pro_veg_note","pro_NPP","pro_bedrock_depth","pro_complete","pro_depth_water","pro_thaw_depth","pro_parent_material","pro_parent_chem","pro_parent_material_notes","pro_2d_position","pro_aspect","pro_aspect_deg","pro_slope","pro_slope_shape","pro_drainage_class","pro_soc","pro_soc_sigma","pro_soc_depth","pro_catchment_area","pro_permafrost","pro_thermokarst","pro_deforested","pro_water_body","pro_water_body_name","plot_name.y","flx_name","flx_lat","flx_long","flx_obs_date_y","flx_obs_date_m","flx_obs_date_d","flx_notes","flx_pathway","flx_pathway_note","flx_analyte","flx_ecosystem_component","flx_method","flx_method_note","flx_storage_method","flx_duration","flx_duration_units","flx_keeling_plot","flx_atm_correction","flx_source_temp","flx_source_O2","flx_source_H2O","flx_rate","flx_rate_sd","flx_rate_units","flx_analyte_conc","flx_discharge_rate","flx_aquatic_ph","flx_aquatic_cond","flx_13c","flx_13c_sd","flx_18o","flx_2h","flx_rc_lab","flx_rc_lab_number","flx_rc_year","flx_14c","flx_14c_sigma","flx_14c_sd","flx_fraction_modern","flx_fraction_modern_sigma","flx_fraction_modern_sd"
"508","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 2","CoastalPlain  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.70613,-153.92424,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1015,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 2_Atm_CO2 1",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0313,NA,NA
"509","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 2","CoastalPlain  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.70613,-153.92424,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1015,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 2_CO2 2",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.934,NA,NA
"510","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 2","CoastalPlain  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.70613,-153.92424,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1015,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 2_CH4 3",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CH4","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791,NA,NA
"511","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 3","CoastalPlain  n=2(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.72825,-156.8429,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 3_CO2 1",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962,NA,NA
"512","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 3","CoastalPlain  n=2(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.72825,-156.8429,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 3_CH4 2",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CH4","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.939,NA,NA
"513","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 3","CoastalPlain  n=2(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.72825,-156.8429,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 3_Atm_CO2 3",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0313,NA,NA
"514","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 4","CoastalPlain  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.75409,-156.72044,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.523,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 4_CO2 1",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902,NA,NA
"515","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 4","CoastalPlain  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.75409,-156.72044,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.523,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 4_CH4 2",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CH4","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826,NA,NA
"516","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 4","CoastalPlain  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.75409,-156.72044,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.523,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 4_Atm_CO2 3",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0313,NA,NA
"517","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Glaciomarine","Glaciomarine 1","Glaciomarine  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.76625,-153.56248,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.799,"yes","yes",NA,"Lake",NA,"Glaciomarine","Glaciomarine 1_Atm_CO2 1",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0313,NA,NA
"518","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Glaciomarine","Glaciomarine 1","Glaciomarine  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.76625,-153.56248,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.799,"yes","yes",NA,"Lake",NA,"Glaciomarine","Glaciomarine 1_CO2 2",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.928,NA,NA
"519","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 5","CoastalPlain  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.78256,-156.66823,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6811,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 5_CO2 1",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.884,NA,NA
"520","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 5","CoastalPlain  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.78256,-156.66823,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6811,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 5_CH4 2",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CH4","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.812,NA,NA
"521","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 5","CoastalPlain  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.78256,-156.66823,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6811,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 5_Atm_CO2 3",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0313,NA,NA
"522","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Fluvial Young","Fluvial Young 5","FluvialYoung  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.78966,-154.45043,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6868,"yes","yes",NA,"Lake",NA,"Fluvial Young","FluvialYoung 5_Atm_CO2 1",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0313,NA,NA
"523","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Fluvial Young","Fluvial Young 5","FluvialYoung  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.78966,-154.45043,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6868,"yes","yes",NA,"Lake",NA,"Fluvial Young","FluvialYoung 5_CO2 2",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965,NA,NA
"524","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Fluvial Young","Fluvial Young 6","FluvialYoung  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.79303,-154.51704,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1122,"yes","yes",NA,"Lake",NA,"Fluvial Young","FluvialYoung 6_Atm_CO2 1",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0313,NA,NA
"525","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Fluvial Young","Fluvial Young 6","FluvialYoung  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.79303,-154.51704,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1122,"yes","yes",NA,"Lake",NA,"Fluvial Young","FluvialYoung 6_CO2 2",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.032,NA,NA
"526","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Fluvial Young","Fluvial Young 6","FluvialYoung  n=1(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",70.79303,-154.51704,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1122,"yes","yes",NA,"Lake",NA,"Fluvial Young","FluvialYoung 6_CH4 3",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CH4","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA
"527","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 6","CoastalPlain  n=2(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",71.12312,-156.31664,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7981,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 6_CO2 1",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839,NA,NA
"528","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 6","CoastalPlain  n=2(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",71.12312,-156.31664,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7981,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 6_CH4 2",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CH4","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766,NA,NA
"529","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 6","CoastalPlain  n=2(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",71.12312,-156.31664,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7981,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 6_Atm_CO2 3",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0313,NA,NA
"530","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 7","CoastalPlain  n=2(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",71.17556,-156.89731,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6316,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 7_CO2 1",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.866,NA,NA
"531","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 7","CoastalPlain  n=2(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",71.17556,-156.89731,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6316,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 7_CH4 2",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CH4","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA
"532","Elder_2018","10.1038/s41558-017-0066-9",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Arctic lakes",70.20547,-151.1798,NA,NA,NA,"Coastal Plain","Coastal Plain 7","CoastalPlain  n=2(n=2 means sampled in 2013 and 2014, n=1 is 2013 only)",71.17556,-156.89731,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6316,"yes","yes",NA,"Lake",NA,"Coastal Plain","CoastalPlain 7_Atm_CO2 3",NA,NA,2013,4,15,NA,"bubble ebullition",NA,"CO2","heterotrophic","grab sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0313,NA,NA
